user_id,movie_id,view_date,device,progress
U00004,153518,2023-04-19,desktop,0.85
U00004,188927,2025-07-19,tablet,0.9
U00004,319910,2023-12-06,desktop,0.74
U00004,52790,2023-04-29,tv,0.37
U00004,44594,2023-07-25,tablet,0.86
U00004,49521,2024-10-30,mobile,0.53
U00004,987,2024-02-06,tv,0.57
U00004,9613,2025-04-22,desktop,0.98
U00004,84188,2024-10-22,tablet,0.57
U00004,365222,2023-04-19,tablet,0.35
U00004,130150,2025-06-29,tablet,0.73
U00005,8427,2026-03-22,tablet,0.38
U00005,8842,2026-03-12,mobile,0.95
U00005,115,2024-05-17,tv,0.99
U00005,44835,2024-11-12,tv,0.52
U00005,139998,2024-08-25,mobile,0.92
U00005,1901,2025-07-07,mobile,0.62
U00005,251,2024-08-22,desktop,0.67
U00005,87827,2025-10-07,mobile,0.82
U00005,10154,2024-10-02,desktop,0.5
U00005,862,2024-05-25,tv,0.7
U00005,73,2025-05-13,tablet,1.0
U00005,14662,2025-11-30,mobile,0.52
U00005,22314,2024-09-07,tablet,0.96
U00005,9045,2025-03-29,tv,0.48
U00005,59859,2024-10-27,desktop,0.85
U00005,14438,2024-05-19,tv,0.86
U00005,43347,2025-09-25,mobile,0.71
U00005,11137,2025-08-30,mobile,0.69
U00005,9729,2024-06-05,mobile,0.93
U00005,231,2025-04-14,mobile,0.51
U00005,9260,2024-09-18,mobile,0.86
U00006,36549,2025-07-19,tv,0.88
U00006,13448,2024-11-30,tablet,0.56
U00006,11778,2025-11-03,tablet,0.94
U00006,10461,2025-09-25,mobile,0.8
U00006,11870,2024-11-16,tv,0.89
U00006,12192,2025-01-05,tablet,0.8
U00006,28,2026-05-02,tv,0.75
U00006,34069,2025-12-18,tv,0.57
U00006,4421,2025-12-01,mobile,0.64
U00006,157,2026-01-14,desktop,0.41
U00006,12,2025-01-14,desktop,0.44
U00006,228970,2026-04-24,tv,0.53
U00006,38365,2025-04-29,tv,0.77
U00006,309919,2025-05-19,mobile,0.56
U00006,23631,2025-04-09,desktop,0.94
U00006,58595,2025-08-23,desktop,0.4
U00007,253626,2024-04-07,mobile,0.96
U00007,12138,2026-03-12,mobile,0.6
U00007,58048,2025-09-09,mobile,0.61
U00007,40862,2024-02-17,desktop,0.74
U00007,11499,2026-04-15,desktop,0.95
U00007,261,2025-04-06,desktop,0.79
U00007,253412,2025-05-24,tv,0.74
U00007,954,2023-04-12,desktop,0.61
U00007,112456,2023-06-08,mobile,0.98
U00007,9428,2024-02-17,tablet,0.68
U00007,13920,2023-04-17,mobile,0.47
U00007,1245,2023-11-05,desktop,0.72
U00007,205588,2025-12-24,mobile,0.41
U00007,14560,2025-03-01,tv,0.63
U00007,10385,2024-10-28,mobile,0.81
U00008,9778,2025-03-12,mobile,0.36
U00008,243940,2024-09-06,mobile,0.48
U00008,9890,2025-03-27,tv,0.98
U00008,433,2025-02-07,tablet,0.57
U00008,65749,2023-01-30,desktop,0.43
U00008,6877,2024-07-03,mobile,0.66
U00008,27585,2023-01-15,desktop,0.45
U00008,39851,2026-03-20,tv,0.71
U00008,44945,2026-04-02,tablet,0.63
U00008,688,2023-05-25,desktop,0.7
U00008,285,2024-04-19,tablet,0.77
U00008,44943,2023-03-04,desktop,0.54
U00008,8337,2023-10-14,mobile,0.36
U00008,99861,2024-01-29,tablet,0.64
U00008,844,2024-01-31,desktop,0.72
U00008,28,2023-02-11,tablet,0.48
U00008,1584,2024-11-01,desktop,0.6
U00009,4517,2025-12-18,desktop,0.49
U00009,175555,2025-12-02,tv,0.95
U00009,30497,2026-01-21,tv,0.52
U00009,188652,2025-09-17,tablet,0.53
U00009,95,2025-08-25,tv,0.36
U00009,3594,2025-12-03,tv,0.35
U00009,664,2026-04-11,tv,0.62
U00009,1904,2025-09-06,mobile,0.88
U00009,115,2025-08-28,tv,0.84
U00009,26389,2025-09-24,desktop,0.74
U00009,164558,2025-07-06,desktop,0.75
U00009,4380,2025-08-01,mobile,0.44
U00009,80,2025-06-27,desktop,0.47
U00009,8337,2025-06-28,tablet,0.54
U00009,121676,2026-04-11,desktop,0.65
U00009,17436,2025-07-21,desktop,0.65
U00010,9459,2025-02-28,tv,0.67
U00010,8416,2023-09-26,tv,0.9
U00010,11870,2023-10-19,mobile,0.37
U00010,1547,2025-11-07,tablet,0.54
U00010,13067,2024-02-02,desktop,0.48
U00010,9327,2025-01-31,desktop,0.36
U00010,11357,2025-12-23,tv,0.74
U00010,549,2023-06-06,tv,0.8
U00010,266396,2024-07-20,desktop,0.93
U00010,34335,2024-07-08,mobile,0.72
U00011,10024,2026-03-30,tablet,0.51
U00011,198663,2026-03-05,tablet,0.8
U00011,101299,2026-03-31,desktop,0.68
U00011,617,2026-04-29,mobile,0.38
U00011,206647,2026-02-25,tv,0.42
U00011,74465,2026-04-22,tv,0.42
U00011,302699,2026-02-28,tv,0.45
U00011,26963,2026-03-09,desktop,0.61
U00011,20653,2026-03-09,tv,0.59
U00011,25248,2026-03-10,tv,0.41
U00011,15301,2026-04-14,desktop,0.64
U00011,97020,2026-03-16,tv,0.62
U00011,104,2026-04-06,tablet,0.91
U00011,257344,2026-03-22,tablet,0.59
U00011,9793,2026-04-09,tv,0.62
U00011,38117,2026-04-12,desktop,0.51
U00011,297596,2026-04-30,desktop,0.46
U00011,8883,2026-04-24,tv,0.94
U00011,70160,2026-03-30,tv,0.95
U00012,22301,2025-08-16,tablet,0.4
U00012,50839,2026-03-05,tablet,0.39
U00012,1690,2025-10-11,desktop,0.42
U00012,22649,2025-03-10,tv,0.7
U00012,20662,2026-01-28,desktop,0.65
U00012,10040,2026-03-08,tv,0.9
U00012,157841,2025-11-02,mobile,0.65
U00012,196867,2025-05-17,tv,0.56
U00013,55903,2026-01-09,tv,0.73
U00013,75861,2025-09-06,tv,0.58
U00013,43942,2025-02-16,tv,0.74
U00013,146198,2026-03-01,mobile,0.52
U00013,764,2025-08-02,tablet,0.45
U00013,855,2026-01-07,tablet,0.6
U00013,22805,2026-01-17,mobile,0.47
U00013,10603,2026-02-20,mobile,0.52
U00013,103731,2025-09-28,tv,0.79
U00013,869,2026-03-06,mobile,0.77
U00013,1894,2026-02-12,mobile,0.81
U00013,175574,2025-08-29,mobile,0.36
U00013,10637,2026-01-29,tablet,0.49
U00013,9963,2025-07-18,desktop,0.74
U00013,10761,2026-01-27,tv,0.48
U00013,3028,2025-11-30,tablet,0.47
U00013,1891,2025-09-25,tablet,0.72
U00013,9671,2025-08-26,tv,0.99
U00013,58492,2026-01-09,desktop,0.89
U00013,22215,2026-01-16,tv,0.44
U00014,943,2025-11-09,tablet,0.85
U00014,361505,2024-12-19,desktop,0.97
U00014,767,2023-10-31,tablet,0.99
U00014,25719,2023-12-09,desktop,0.6
U00014,268917,2023-03-23,mobile,0.94
U00014,9476,2026-01-09,desktop,0.38
U00014,1808,2022-09-28,tablet,0.88
U00014,37232,2025-09-13,desktop,0.98
U00014,13919,2024-08-08,tablet,0.8
U00014,332,2023-09-24,mobile,0.76
U00014,46503,2024-01-05,tablet,0.38
U00014,9285,2026-04-10,tv,0.64
U00015,178862,2026-03-29,mobile,0.4
U00015,25719,2026-03-28,desktop,0.79
U00015,60307,2026-03-27,tablet,0.74
U00015,1499,2026-03-21,mobile,0.71
U00015,35,2026-03-23,desktop,0.78
U00015,249164,2026-04-25,mobile,0.37
U00015,23168,2026-04-28,tv,0.91
U00015,9310,2026-04-26,desktop,0.7
U00015,879,2026-04-17,tablet,0.94
U00015,1590,2026-04-24,tv,0.45
U00015,10068,2026-04-11,mobile,0.63
U00015,4997,2026-04-28,tv,0.48
U00015,27569,2026-03-25,mobile,0.47
U00016,26602,2025-08-01,desktop,0.71
U00016,2266,2024-08-14,tablet,0.73
U00016,40932,2025-03-19,tv,0.87
U00016,14442,2025-09-14,mobile,0.63
U00016,9531,2025-03-29,mobile,0.85
U00016,16281,2024-09-29,desktop,0.52
U00016,646,2025-03-17,mobile,0.77
U00016,18681,2026-01-11,desktop,0.36
U00016,2142,2024-04-12,desktop,0.43
U00016,3062,2025-04-29,mobile,0.89
U00016,2110,2025-05-10,tablet,0.78
U00016,2959,2024-10-04,desktop,0.62
U00016,9707,2026-01-03,tv,0.71
U00016,336004,2026-01-08,desktop,0.48
U00016,3635,2024-09-17,tv,0.94
U00016,857,2025-06-30,tv,0.59
U00016,539,2026-04-16,mobile,0.76
U00016,190859,2025-02-22,mobile,0.67
U00017,8435,2025-05-11,desktop,0.58
U00017,356841,2024-12-08,tablet,0.68
U00017,376004,2024-10-29,tablet,0.78
U00017,8966,2025-05-22,tv,0.76
U00017,23827,2024-10-16,tv,0.63
U00017,96721,2025-08-21,desktop,0.55
U00017,812,2025-07-06,tv,0.59
U00017,11024,2024-12-31,tv,0.51
U00017,11446,2025-11-23,tablet,0.71
U00017,41233,2025-11-10,mobile,0.8
U00017,14846,2025-01-29,tablet,0.87
U00017,102899,2024-04-10,tablet,0.74
U00017,40932,2024-04-30,tablet,0.65
U00017,9280,2026-04-24,mobile,0.48
U00017,13193,2025-06-09,tv,0.5
U00017,225574,2025-11-03,tablet,0.55
U00018,7006,2025-02-18,mobile,0.97
U00018,17654,2025-01-02,tablet,0.94
U00018,82654,2025-04-08,tv,0.89
U00018,98566,2025-07-17,mobile,0.47
U00018,228970,2026-03-25,desktop,0.37
U00018,47686,2025-05-10,tv,0.45
U00018,1997,2025-09-06,tablet,0.94
U00018,325789,2026-01-02,desktop,0.5
U00019,278316,2025-02-25,mobile,0.51
U00019,253306,2023-06-18,tablet,0.9
U00019,20309,2024-10-10,desktop,0.98
U00019,205775,2024-02-13,desktop,0.92
U00019,38,2022-11-01,mobile,0.68
U00019,40794,2024-11-15,mobile,0.45
U00019,11176,2025-02-03,desktop,0.51
U00019,357837,2026-01-10,mobile,0.57
U00019,271718,2024-06-01,tablet,0.57
U00019,257344,2025-12-25,desktop,0.7
U00019,18501,2025-01-08,mobile,0.64
U00019,11141,2023-11-18,desktop,0.53
U00019,108346,2025-08-26,mobile,0.95
U00019,43074,2024-04-23,mobile,0.77
U00019,144340,2024-12-02,mobile,0.54
U00019,15568,2023-06-27,desktop,0.71
U00019,72570,2024-09-13,tv,0.85
U00019,138103,2023-01-12,tablet,0.42
U00019,23742,2026-03-14,mobile,0.52
U00020,11282,2026-04-19,mobile,0.46
U00020,76726,2024-04-16,mobile,0.8
U00020,15067,2025-12-11,desktop,0.68
U00020,12227,2024-05-01,desktop,0.45
U00020,13201,2025-02-19,tv,0.49
U00020,33511,2024-11-25,tv,0.44
U00020,9624,2024-11-12,mobile,0.9
U00020,15173,2024-08-30,mobile,0.56
U00020,39800,2024-05-23,tv,0.35
U00020,7979,2025-05-10,tv,0.51
U00020,1687,2023-12-29,tablet,0.93
U00020,8452,2024-01-19,tablet,0.46
U00020,62177,2024-01-11,mobile,0.5
U00020,859,2024-08-29,tv,0.62
U00020,12610,2024-09-23,desktop,0.76
U00021,10048,2024-03-28,desktop,0.37
U00021,82687,2023-09-12,tv,0.92
U00021,9679,2024-07-06,mobile,0.62
U00021,7350,2025-12-13,tv,0.99
U00021,6973,2025-11-17,tablet,0.84
U00021,44562,2025-09-01,mobile,0.66
U00021,11023,2024-09-15,mobile,0.8
U00021,73247,2025-12-03,tv,0.94
U00021,97020,2025-04-24,mobile,0.92
U00021,11459,2026-04-03,tablet,0.89
U00021,55347,2026-03-26,mobile,0.59
U00022,12783,2025-11-11,tv,0.84
U00022,9647,2026-04-22,tablet,0.63
U00022,10615,2026-01-29,tv,0.89
U00022,96721,2024-12-14,tv,0.67
U00022,865,2025-04-10,mobile,0.84
U00022,270938,2025-10-21,mobile,0.6
U00022,11066,2024-06-05,desktop,0.67
U00022,11027,2023-12-08,mobile,0.54
U00022,59678,2025-11-07,mobile,0.54
U00022,10590,2024-04-01,tv,0.74
U00023,2112,2025-05-12,tv,0.96
U00023,86838,2022-11-25,mobile,0.94
U00023,9691,2025-11-25,tv,0.41
U00023,2266,2025-05-06,desktop,0.43
U00023,157336,2025-12-04,tv,0.85
U00023,87825,2025-05-07,tv,0.57
U00023,24226,2026-05-02,tv,0.51
U00023,9906,2025-12-01,mobile,0.75
U00023,15092,2023-04-03,mobile,0.67
U00023,1587,2024-12-30,mobile,0.58
U00023,45269,2025-08-26,mobile,0.78
U00023,11212,2024-12-07,mobile,0.91
U00023,10956,2023-10-11,desktop,0.89
U00023,46729,2024-09-16,tv,0.89
U00023,409,2024-12-23,tablet,0.42
U00023,78394,2023-11-17,mobile,0.67
U00023,123678,2025-08-08,mobile,0.9
U00023,134374,2022-12-02,desktop,0.42
U00023,317930,2022-09-23,tv,0.67
U00023,254904,2024-08-09,desktop,0.47
U00023,49051,2025-01-07,desktop,0.95
U00023,10045,2024-07-02,mobile,0.52
U00023,72571,2022-11-28,mobile,0.55
U00024,658,2026-03-08,mobile,0.56
U00024,270303,2026-03-17,tv,0.89
U00024,10350,2026-02-26,desktop,0.88
U00024,59,2026-04-05,mobile,0.88
U00024,9367,2026-04-04,tablet,0.5
U00024,26518,2026-04-25,desktop,0.51
U00024,3034,2026-05-01,tv,0.51
U00024,9290,2026-04-20,tablet,0.78
U00024,8913,2026-02-18,tv,0.77
U00024,378200,2026-03-24,tv,0.59
U00024,26367,2026-04-25,desktop,0.99
U00024,8814,2026-04-12,desktop,0.66
U00024,8920,2026-04-07,mobile,0.61
U00024,425,2026-04-14,tv,0.47
U00024,9541,2026-02-28,desktop,0.66
U00024,264656,2026-02-14,desktop,0.81
U00024,8545,2026-03-19,desktop,0.41
U00024,86837,2026-02-20,desktop,0.62
U00024,1366,2026-03-24,mobile,0.94
U00025,45054,2025-08-05,tv,0.99
U00025,64807,2025-07-07,tablet,0.75
U00025,76493,2026-04-05,mobile,0.75
U00025,44639,2026-02-27,tablet,0.38
U00025,10184,2025-09-09,tablet,0.55
U00025,11831,2025-07-31,desktop,0.68
U00025,9289,2025-07-16,tablet,0.77
U00025,257211,2026-04-24,desktop,0.74
U00025,329440,2026-03-05,tv,0.6
U00025,431,2025-09-29,tablet,0.85
U00025,29339,2026-04-20,mobile,0.51
U00026,8847,2025-03-06,tablet,0.85
U00026,7485,2023-09-22,desktop,0.53
U00026,10022,2025-11-06,mobile,0.56
U00026,11631,2025-12-23,desktop,0.91
U00026,2252,2025-11-16,tablet,0.76
U00026,99861,2025-06-06,mobile,0.9
U00026,11452,2025-02-08,desktop,0.53
U00026,9285,2025-01-04,tablet,0.56
U00026,13,2023-11-14,tablet,0.35
U00026,17170,2023-12-06,tablet,0.96
U00026,14474,2026-03-01,tv,0.77
U00026,10285,2026-01-16,tablet,0.7
U00026,17622,2025-04-22,mobile,0.81
U00026,367551,2025-03-03,mobile,0.73
U00026,11172,2026-03-23,mobile,0.64
U00026,9782,2025-09-04,tv,0.52
U00026,26466,2025-02-01,tablet,0.63
U00026,11208,2025-07-28,mobile,0.62
U00026,1389,2024-11-23,tablet,0.67
U00026,24021,2023-11-20,desktop,0.53
U00026,268171,2024-10-20,tv,0.75
U00026,1429,2024-07-30,tablet,0.36
U00026,9430,2025-01-12,desktop,0.62
U00026,1213,2024-03-22,tv,0.94
U00026,11001,2026-01-13,tablet,0.46
U00027,10555,2024-02-12,tablet,0.69
U00027,2062,2024-12-31,mobile,0.91
U00027,14709,2023-10-26,tablet,0.56
U00027,61038,2022-11-03,desktop,0.85
U00027,58574,2024-08-02,desktop,0.4
U00027,10534,2024-10-14,tv,0.45
U00027,11128,2022-12-28,tv,0.93
U00027,46849,2025-02-01,tablet,0.49
U00027,67238,2023-11-26,tablet,0.76
U00027,11023,2024-02-02,mobile,0.5
U00027,9787,2023-07-25,tablet,0.48
U00028,11451,2026-04-18,tv,0.67
U00028,2023,2025-01-23,tablet,0.75
U00028,39055,2024-10-24,tablet,0.9
U00028,293646,2025-04-06,tablet,0.84
U00028,544,2024-02-03,desktop,0.98
U00028,6973,2025-05-06,tablet,0.53
U00028,4133,2024-01-29,tv,0.97
U00028,11011,2025-09-08,desktop,0.64
U00028,44857,2026-02-28,desktop,0.49
U00029,2062,2025-11-19,mobile,0.99
U00029,1497,2023-09-06,mobile,0.52
U00029,16222,2023-12-01,desktop,0.4
U00029,8068,2025-07-02,mobile,0.89
U00029,11051,2026-04-15,tv,0.72
U00029,26428,2023-12-04,mobile,0.41
U00029,1586,2025-04-04,tv,0.68
U00029,10330,2025-01-09,mobile,0.61
U00029,12163,2025-11-09,tv,0.95
U00030,31915,2025-07-21,tv,0.79
U00030,1620,2024-05-11,desktop,0.58
U00030,5708,2025-09-11,mobile,0.6
U00030,794,2024-10-20,mobile,0.71
U00030,73935,2025-02-26,tv,0.46
U00030,256687,2024-03-18,tablet,0.47
U00030,9762,2026-03-25,tv,0.5
U00030,18550,2025-03-16,tv,0.99
U00030,10075,2025-07-19,desktop,0.55
U00030,3536,2024-06-02,desktop,0.68
U00030,3587,2024-10-02,tv,0.52
U00030,59981,2025-09-14,tablet,0.88
U00030,261,2025-09-17,desktop,0.59
U00030,1124,2025-07-29,tablet,0.71
U00030,17186,2024-05-14,tablet,0.88
U00030,39210,2026-02-07,mobile,0.87
U00030,157386,2025-10-04,tablet,0.99
U00030,294512,2025-04-05,desktop,0.65
U00030,238603,2025-11-07,mobile,0.49
U00030,38363,2026-04-04,desktop,0.39
U00030,12779,2024-05-21,tv,0.88
U00030,9275,2024-09-09,desktop,0.55
U00031,43959,2026-04-21,mobile,0.41
U00031,49963,2026-04-26,tv,1.0
U00031,673,2026-04-07,tv,0.65
U00031,37786,2026-04-06,desktop,0.43
U00031,294086,2026-03-24,tablet,0.44
U00031,70670,2026-04-30,mobile,0.4
U00031,82675,2026-04-28,mobile,0.6
U00031,11353,2026-04-27,tablet,0.44
U00031,39538,2026-04-21,desktop,0.44
U00031,34152,2026-04-09,tv,0.95
U00031,62214,2026-04-23,desktop,0.86
U00031,10762,2026-04-18,mobile,0.72
U00031,174311,2026-03-18,desktop,0.57
U00031,394047,2026-04-18,desktop,0.43
U00031,9315,2026-04-16,desktop,0.38
U00031,10160,2026-04-04,tv,0.71
U00031,216282,2026-04-03,tv,0.87
U00031,134374,2026-03-27,mobile,0.75
U00031,2395,2026-04-08,mobile,0.79
U00031,22,2026-03-27,tv,0.94
U00031,9489,2026-04-22,desktop,0.37
U00031,256040,2026-04-06,tablet,0.93
U00032,18,2026-01-22,desktop,0.76
U00032,71859,2025-07-04,desktop,0.77
U00032,285783,2024-05-27,mobile,0.93
U00032,790,2024-11-18,mobile,0.71
U00032,211672,2025-09-09,tablet,0.89
U00032,30082,2025-08-04,mobile,0.94
U00032,20309,2026-01-24,mobile,0.36
U00032,711,2025-10-19,tablet,0.73
U00032,604,2025-11-28,tablet,0.46
U00032,18045,2025-01-24,mobile,0.65
U00032,694,2024-12-28,desktop,0.55
U00032,262543,2025-12-27,mobile,0.58
U00032,129,2025-06-26,mobile,0.66
U00032,242166,2025-04-08,desktop,0.82
U00032,11066,2025-06-11,tablet,0.67
U00032,2310,2025-10-15,tv,0.61
U00032,10929,2025-04-08,desktop,0.6
U00032,549,2024-10-21,desktop,0.59
U00033,568,2025-07-25,desktop,0.53
U00033,8363,2025-02-24,tv,0.89
U00033,1620,2024-06-13,tv,0.4
U00033,16633,2024-03-19,tv,0.95
U00033,9829,2023-10-25,mobile,0.98
U00033,49529,2024-12-16,tv,0.98
U00033,18615,2024-03-15,tablet,0.63
U00033,507,2023-12-27,tv,0.86
U00033,12400,2025-08-09,tablet,0.58
U00033,273248,2025-01-25,tv,0.93
U00033,2310,2023-05-16,mobile,0.94
U00033,10397,2024-06-26,desktop,0.58
U00033,9989,2023-07-16,tablet,0.41
U00034,2043,2026-03-13,mobile,0.68
U00034,953,2026-03-31,mobile,0.55
U00034,18701,2025-08-02,tablet,0.84
U00034,88005,2025-09-16,tv,0.61
U00034,82687,2025-05-09,mobile,0.62
U00034,11128,2025-01-10,tv,0.75
U00034,8470,2025-11-10,tv,0.81
U00034,12163,2025-07-11,tablet,0.95
U00034,22798,2025-01-22,desktop,0.42
U00034,33217,2026-02-14,tv,0.99
U00034,2501,2026-02-05,mobile,0.68
U00034,9594,2026-05-01,desktop,0.56
U00035,250124,2025-10-26,mobile,0.71
U00035,1880,2025-07-13,mobile,0.4
U00035,17332,2024-10-01,tablet,0.65
U00035,44048,2025-05-29,tablet,0.41
U00035,24100,2025-01-12,mobile,0.57
U00035,2110,2025-01-25,desktop,0.69
U00035,18191,2025-11-26,tv,0.53
U00035,136795,2026-03-15,tv,0.93
U00036,10398,2024-01-13,mobile,1.0
U00036,314365,2025-12-04,desktop,0.65
U00036,46435,2024-10-22,mobile,0.51
U00036,55347,2024-10-21,tv,0.8
U00036,11051,2025-12-17,tablet,0.98
U00036,26963,2024-11-06,tv,0.77
U00036,14012,2025-06-07,tablet,0.65
U00036,27360,2025-05-23,tablet,0.98
U00036,11873,2025-04-06,tablet,0.67
U00036,9763,2025-05-13,mobile,0.95
U00036,10136,2025-08-04,tablet,0.38
U00036,10327,2023-12-29,tv,0.85
U00036,13187,2025-10-28,mobile,0.35
U00036,138832,2025-10-29,mobile,0.76
U00036,2056,2026-01-28,desktop,0.82
U00036,14369,2024-01-12,tablet,0.71
U00037,71676,2023-08-07,tv,0.96
U00037,74465,2024-11-29,tv,0.72
U00037,22327,2025-02-25,mobile,0.55
U00037,252360,2025-06-12,desktop,0.73
U00037,8054,2025-10-11,desktop,0.64
U00037,29912,2026-02-16,tablet,1.0
U00037,45767,2025-05-25,tv,0.81
U00037,19585,2024-02-23,desktop,0.7
U00037,44857,2024-09-10,mobile,0.87
U00038,36955,2025-06-23,desktop,0.98
U00038,144340,2025-11-21,mobile,0.36
U00038,46435,2025-11-27,tablet,0.82
U00038,268,2025-03-30,desktop,0.9
U00038,3179,2024-12-23,tv,0.47
U00038,176124,2024-10-04,mobile,0.81
U00038,116741,2025-02-10,mobile,0.63
U00038,8338,2024-07-26,desktop,0.87
U00039,322443,2026-04-27,tablet,0.94
U00039,13051,2025-12-01,mobile,0.68
U00039,14293,2025-11-19,mobile,0.39
U00039,13408,2025-12-08,tv,0.64
U00039,186,2026-05-01,tv,0.93
U00039,89325,2025-12-19,desktop,0.6
U00039,820,2026-04-01,desktop,0.69
U00039,10664,2025-11-07,tv,0.42
U00039,39895,2025-10-16,tv,0.48
U00039,9408,2026-01-23,tv,0.95
U00039,11065,2025-10-25,mobile,0.83
U00039,70160,2026-04-01,tv,0.78
U00039,3059,2026-01-18,tablet,0.44
U00039,10563,2026-04-08,tv,0.89
U00039,83588,2025-10-24,tv,0.53
U00039,317930,2026-03-31,tv,0.54
U00039,51828,2025-12-09,desktop,0.38
U00039,297621,2026-01-24,tv,0.52
U00040,362105,2024-12-17,mobile,0.43
U00040,9486,2025-11-10,mobile,0.71
U00040,134,2025-11-28,mobile,0.65
U00040,52790,2025-07-03,desktop,0.39
U00040,18442,2025-12-05,tablet,0.82
U00040,297761,2025-12-09,desktop,0.87
U00040,118,2026-03-30,tablet,0.65
U00040,14574,2025-06-18,tablet,0.48
U00040,10930,2025-05-08,mobile,0.79
U00040,35019,2025-09-23,tv,0.9
U00041,10077,2026-04-12,tv,0.4
U00041,72207,2026-03-04,tv,0.37
U00041,14271,2026-03-18,tablet,0.4
U00041,256274,2026-03-28,mobile,0.35
U00041,2211,2026-03-12,desktop,0.7
U00041,42889,2026-04-29,tablet,0.71
U00041,334,2026-03-13,tv,0.42
U00041,9026,2026-03-31,tv,0.65
U00041,9008,2026-02-09,desktop,0.6
U00041,24438,2026-04-07,desktop,0.79
U00041,25166,2026-04-30,desktop,0.85
U00041,9012,2026-04-23,tv,0.86
U00041,223,2026-03-13,tablet,1.0
U00041,14629,2026-03-15,mobile,0.93
U00042,41436,2025-12-20,desktop,0.46
U00042,1957,2026-01-03,tablet,0.73
U00042,14435,2026-02-17,tablet,0.69
U00042,12107,2025-11-14,tv,0.9
U00042,49948,2026-04-13,tv,0.47
U00042,6877,2026-04-01,tv,0.66
U00042,7979,2026-03-08,tablet,0.64
U00042,10865,2026-04-06,tv,0.72
U00042,38073,2026-04-11,tv,0.47
U00042,60243,2026-03-04,tablet,0.84
U00042,8849,2025-12-26,mobile,0.47
U00042,7735,2026-01-24,desktop,0.48
U00042,86834,2025-11-25,desktop,0.86
U00042,107985,2026-01-09,tv,0.51
U00042,78394,2026-02-16,tablet,0.72
U00042,11342,2025-11-12,tablet,0.61
U00042,30246,2025-12-30,tv,0.57
U00042,3594,2025-12-05,tablet,0.44
U00042,34769,2025-11-20,tablet,0.86
U00042,287948,2026-02-06,tv,0.54
U00042,1726,2026-02-07,mobile,0.51
U00042,47692,2026-04-22,mobile,0.84
U00043,3172,2024-01-25,desktop,0.38
U00043,12658,2026-02-18,mobile,0.66
U00043,948,2025-07-28,tv,0.94
U00043,10478,2026-02-23,desktop,0.49
U00043,20662,2025-09-27,tv,0.66
U00043,12429,2024-04-07,tablet,0.87
U00043,2142,2025-10-18,mobile,0.62
