movie_id,genre
9471,Comedy
70981,Science Fiction
70981,Adventure
70981,Mystery
10996,Adventure
10996,Animation
10996,Comedy
10996,Family
68724,Science Fiction
68724,Thriller
68724,Action
68724,Drama
2789,Science Fiction
2789,Action
97020,Science Fiction
97020,Action
7459,Science Fiction
7459,Action
7459,Family
42888,Romance
42888,Comedy
42888,Drama
37834,Action
37834,Comedy
75612,Science Fiction
75612,Adventure
75612,Mystery
75612,Action
1895,Science Fiction
1895,Adventure
1895,Action
1894,Science Fiction
1894,Adventure
1894,Action
585,Animation
585,Comedy
585,Family
76170,Science Fiction
76170,Adventure
76170,Fantasy
76170,Action
1893,Science Fiction
1893,Adventure
1893,Action
49519,Adventure
49519,Animation
49519,Fantasy
49519,Comedy
49519,Family
2395,Adventure
2395,Fantasy
2395,Comedy
2395,Family
12100,History
12100,Action
12100,Drama
12100,War
290595,Adventure
290595,Action
290595,Drama
98566,Science Fiction
98566,Adventure
98566,Fantasy
98566,Action
98566,Comedy
49047,Science Fiction
49047,Thriller
49047,Drama
9619,Adventure
9619,Thriller
9619,Action
308531,Adventure
308531,Fantasy
308531,Action
308531,Comedy
166424,Science Fiction
166424,Adventure
166424,Action
1593,Adventure
1593,Fantasy
1593,Action
1593,Comedy
1593,Family
254128,Thriller
254128,Action
254128,Drama
714,Adventure
714,Thriller
714,Action
2024,History
2024,Action
2024,Drama
2024,War
163,Thriller
163,Crime
787,Thriller
787,Action
787,Comedy
787,Drama
262500,Science Fiction
262500,Adventure
262500,Thriller
2567,Drama
38745,Comedy
40805,Action
40805,Comedy
40805,Crime
53182,Action
53182,War
41513,Adventure
41513,Animation
41513,Fantasy
41513,Comedy
41513,Family
13700,Animation
13700,Family
262504,Science Fiction
262504,Adventure
39254,Science Fiction
39254,Action
39254,Drama
77931,Animation
77931,Fantasy
77931,Comedy
77931,Family
1639,Adventure
1639,Thriller
1639,Action
80274,Science Fiction
80274,Adventure
80274,Action
1571,Thriller
1571,Action
120,Adventure
120,Fantasy
120,Action
10204,Adventure
10204,Action
10204,Comedy
8489,Drama
10588,Fantasy
10588,Comedy
10588,Family
2048,Science Fiction
2048,Action
1495,Adventure
1495,History
1495,Action
1495,Drama
1495,War
10137,Animation
10137,Fantasy
10137,Comedy
10137,Family
10198,Animation
10198,Romance
10198,Family
10198,Music
286217,Science Fiction
286217,Adventure
286217,Drama
1635,Science Fiction
1635,Adventure
1635,Thriller
1635,Action
24113,Romance
24113,Comedy
9679,Thriller
9679,Action
9679,Crime
98,Adventure
98,Action
98,Drama
180,Science Fiction
180,Thriller
180,Mystery
180,Action
672,Adventure
672,Fantasy
672,Family
36557,Adventure
36557,Thriller
36557,Action
869,Science Fiction
869,Adventure
869,Thriller
869,Action
280,Science Fiction
280,Thriller
280,Action
11322,History
11322,Crime
11322,Drama
4982,Crime
4982,Drama
36955,Thriller
36955,Action
18487,Thriller
18487,Crime
18487,Drama
39451,Romance
39451,Comedy
27581,Action
27581,Comedy
27581,Crime
9268,Thriller
9268,Mystery
9268,Action
9268,Drama
68718,Western
68718,Drama
10545,Animation
10545,Family
10545,Drama
11688,Adventure
11688,Animation
11688,Fantasy
11688,Comedy
11688,Family
76163,Adventure
76163,Thriller
76163,Action
2059,Adventure
2059,Thriller
2059,Mystery
2059,Action
2486,Adventure
2486,Fantasy
2486,Action
2486,Family
16523,Fantasy
16523,Family
116711,Adventure
116711,Animation
116711,Fantasy
116711,Family
37710,Thriller
37710,Romance
37710,Action
9946,Fantasy
9946,Mystery
9946,Action
9946,Horror
1372,Thriller
1372,Action
1372,Drama
106646,Comedy
106646,Crime
106646,Drama
414,Fantasy
414,Action
414,Crime
563,Science Fiction
563,Adventure
563,Thriller
563,Action
83542,Science Fiction
83542,Drama
41216,Adventure
41216,Animation
41216,Fantasy
41216,Family
314,Action
314,Crime
184315,Adventure
184315,Action
9016,Science Fiction
9016,Adventure
9016,Animation
9016,Fantasy
9016,Family
18162,Science Fiction
18162,Adventure
18162,Comedy
138103,Adventure
138103,Thriller
138103,Action
257088,Thriller
257088,Action
257088,Crime
10214,Adventure
10214,Fantasy
10214,Comedy
10214,Family
205775,Adventure
205775,Thriller
205775,History
205775,Action
205775,Drama
11692,Science Fiction
11692,Action
11692,Comedy
22972,Adventure
22972,Thriller
22972,Action
22972,Drama
22972,War
227973,Animation
29193,Thriller
29193,Mystery
29193,Crime
29193,Drama
1734,Adventure
1734,Fantasy
1734,Action
3131,History
3131,Crime
3131,Drama
76758,History
76758,Drama
76758,War
9408,Animation
9408,Comedy
9408,Family
9890,Science Fiction
9890,Action
9890,Comedy
855,History
855,Action
855,War
77953,Comedy
18,Science Fiction
18,Adventure
18,Thriller
18,Fantasy
18,Action
37786,Romance
37786,Comedy
37786,Drama
10501,Adventure
10501,Animation
10501,Comedy
10501,Family
57800,Adventure
57800,Animation
57800,Comedy
57800,Family
150689,Fantasy
150689,Romance
150689,Family
150689,Drama
7980,Fantasy
7980,Drama
12,Animation
12,Family
122,Adventure
122,Fantasy
122,Action
121,Adventure
121,Fantasy
121,Action
68737,Adventure
68737,Fantasy
1995,Adventure
1995,Thriller
1995,Fantasy
1995,Action
157353,Science Fiction
157353,Thriller
157353,Mystery
157353,Drama
331,Science Fiction
331,Adventure
331,Thriller
331,Action
61791,Science Fiction
61791,Thriller
61791,Action
61791,Drama
8204,Adventure
8204,Fantasy
8204,Family
47964,Thriller
47964,Action
10733,History
10733,Western
10733,War
9806,Adventure
9806,Animation
9806,Action
9806,Family
1408,Adventure
1408,Action
32657,Adventure
32657,Fantasy
32657,Family
607,Science Fiction
607,Adventure
607,Action
607,Comedy
863,Animation
863,Comedy
863,Family
44048,Thriller
44048,Action
5175,Thriller
5175,Action
5175,Comedy
5175,Crime
2655,Thriller
2655,Mystery
2655,Horror
2655,Drama
22794,Animation
22794,Comedy
22794,Family
8355,Adventure
8355,Animation
8355,Comedy
8355,Family
116745,Adventure
116745,Fantasy
116745,Comedy
116745,Drama
4327,Adventure
4327,Thriller
4327,Action
4327,Comedy
4327,Crime
1422,Thriller
1422,Crime
1422,Drama
10674,Adventure
10674,Animation
10674,Family
7446,Action
7446,Comedy
65754,Thriller
65754,Mystery
65754,Crime
65754,Drama
1572,Thriller
1572,Action
10528,Adventure
10528,Mystery
10528,Action
10528,Crime
271969,Drama
10865,Science Fiction
10865,Adventure
10865,Animation
10865,Family
258509,Adventure
258509,Animation
258509,Comedy
258509,Family
2253,Thriller
2253,History
2253,Drama
2253,War
10661,Action
10661,Comedy
257344,Science Fiction
257344,Action
257344,Comedy
644,Science Fiction
644,Adventure
644,Drama
10756,Thriller
10756,Fantasy
10756,Mystery
10756,Comedy
10756,Family
686,Science Fiction
686,Mystery
686,Drama
9383,Science Fiction
9383,Thriller
9383,Action
179,Thriller
179,Crime
76285,Adventure
76285,Fantasy
76285,Family
1996,Adventure
1996,Thriller
1996,Fantasy
1996,Action
291805,Adventure
291805,Mystery
291805,Action
291805,Comedy
291805,Crime
10003,Science Fiction
10003,Adventure
10003,Thriller
10003,Romance
10003,Action
1535,Thriller
1535,Action
1535,Crime
2067,Science Fiction
46195,Adventure
46195,Animation
46195,Comedy
46195,Family
2277,Science Fiction
2277,Comedy
10357,Science Fiction
10357,Thriller
10357,Action
10357,Drama
4477,Thriller
4477,Crime
4477,Drama
8665,Thriller
8665,History
8665,Drama
9387,Adventure
9387,Fantasy
9387,Action
921,History
921,Romance
921,Drama
49852,Fantasy
49852,Action
49852,Family
4464,History
4464,Drama
664,Adventure
664,Action
664,Drama
8358,Adventure
8358,Drama
9836,Animation
9836,Comedy
2502,Thriller
2502,Action
2502,Drama
9772,Thriller
9772,Action
161,Thriller
161,Crime
52451,Adventure
52451,Thriller
52451,Action
76492,Animation
76492,Fantasy
76492,Comedy
76492,Family
4523,Fantasy
4523,Romance
4523,Comedy
4523,Family
59961,Thriller
59961,Action
10481,Comedy
10481,Family
59108,Action
59108,Comedy
1581,Romance
1581,Comedy
9798,Thriller
9798,Action
9798,Drama
22897,Romance
22897,Comedy
298,Thriller
298,Crime
7484,Adventure
7484,Animation
7484,Family
157350,Science Fiction
157350,Adventure
157350,Action
853,War
10159,Adventure
10159,Thriller
10159,Action
10159,Comedy
9593,Adventure
9593,Fantasy
9593,Action
9593,Comedy
9593,Family
1904,History
1904,Romance
1904,Drama
9615,Thriller
9615,Action
9615,Crime
9615,Drama
51052,Animation
51052,Comedy
51052,Family
51052,Drama
297,Fantasy
297,Mystery
297,Drama
9884,Thriller
9884,Action
9884,Drama
16858,Drama
16858,Music
62764,Science Fiction
62764,Adventure
62764,Fantasy
62764,Comedy
62764,Drama
22538,Adventure
22538,Action
22538,Comedy
9341,Science Fiction
9341,Adventure
9341,Thriller
9341,Action
12107,Science Fiction
12107,Fantasy
12107,Romance
12107,Comedy
9637,Adventure
9637,Mystery
9637,Comedy
49049,Science Fiction
49049,Action
9339,Fantasy
9339,Romance
9339,Comedy
9339,Drama
16281,Fantasy
16281,Comedy
16281,Horror
39691,Comedy
39691,Family
8247,Science Fiction
8247,Adventure
8247,Fantasy
11253,Science Fiction
11253,Adventure
11253,Fantasy
1949,Thriller
1949,Mystery
1949,Crime
1949,Drama
8452,Science Fiction
310,Fantasy
310,Comedy
27578,Adventure
27578,Thriller
27578,Action
954,Adventure
954,Thriller
954,Action
70160,Science Fiction
70160,Adventure
70160,Fantasy
45243,Comedy
364,Fantasy
364,Action
7518,Animation
7518,Comedy
7518,Family
11544,Animation
11544,Family
9986,Fantasy
9986,Comedy
9986,Family
8656,Romance
8656,Action
8656,Drama
146216,Thriller
146216,Action
146216,Comedy
146216,Crime
9291,Comedy
9291,Drama
55301,Animation
55301,Fantasy
55301,Comedy
55301,Family
55301,Music
109418,Comedy
11665,Thriller
11665,Action
11665,Comedy
6964,Romance
6964,Comedy
6964,Drama
11324,Thriller
11324,Mystery
11324,Drama
12193,Romance
12193,Comedy
12193,Drama
9928,Science Fiction
9928,Animation
9928,Comedy
9928,Family
754,Science Fiction
754,Thriller
754,Action
754,Crime
10202,Fantasy
10202,Romance
10202,Comedy
10202,Family
4147,Thriller
4147,Crime
4147,Drama
50546,Romance
50546,Comedy
1701,Thriller
1701,Action
1701,Crime
13027,Thriller
13027,Mystery
13027,Action
2289,Drama
20504,Science Fiction
20504,Thriller
20504,Action
9574,Science Fiction
9574,Comedy
9574,Family
11618,Thriller
11618,Fantasy
11618,Mystery
11618,Horror
2300,Animation
2300,Fantasy
2300,Comedy
2300,Family
2300,Drama
12096,Mystery
12096,Action
12096,Comedy
12096,Family
12096,Crime
10200,Science Fiction
10200,Thriller
10200,Drama
8834,Thriller
8834,Mystery
8834,Action
8834,Drama
228150,Action
228150,Drama
228150,War
6068,Adventure
6068,Romance
6068,Action
6068,Comedy
41515,Adventure
41515,Animation
41515,Comedy
41515,Family
9023,Adventure
9023,Animation
9023,Western
9023,Comedy
9023,Family
38317,Romance
38317,Comedy
38317,Family
2157,Science Fiction
2157,Adventure
2157,Family
14462,Thriller
14462,Mystery
14462,Drama
161795,Romance
161795,Drama
159824,Animation
159824,Comedy
159824,Family
49948,Animation
49948,Family
49948,Music
2135,Science Fiction
2135,Adventure
2135,Action
9822,Adventure
9822,Fantasy
9822,Action
9822,Family
9705,Thriller
9705,Action
9705,Crime
1656,Adventure
1656,Action
12159,Fantasy
12159,Romance
12159,Drama
9678,Fantasy
9678,Romance
9678,Comedy
4442,Adventure
4442,Thriller
4442,Fantasy
4442,Action
4442,Comedy
75,Science Fiction
75,Fantasy
75,Comedy
330770,Mystery
330770,Horror
330770,Drama
9433,Adventure
9433,Action
9433,Drama
19959,Science Fiction
19959,Thriller
19959,Action
11973,Thriller
11973,Drama
11228,Adventure
11228,Thriller
11228,Action
77951,Adventure
77951,Animation
77951,Family
5491,Science Fiction
5491,Action
5491,War
10715,Animation
10715,Comedy
10715,Family
10197,Romance
10197,Drama
10197,Music
9562,Science Fiction
9562,Adventure
9562,Action
9922,Adventure
9922,Drama
9447,Adventure
9447,Fantasy
9447,Comedy
9447,Family
9447,Drama
274854,Adventure
274854,Fantasy
274854,Action
8870,Science Fiction
8870,Thriller
8870,Action
9992,Adventure
9992,Animation
9992,Fantasy
9992,Family
36970,Documentary
36970,Family
10077,Science Fiction
10077,Adventure
10077,Thriller
10077,Action
76649,Adventure
76649,History
76649,Romance
76649,Action
76649,Drama
293644,Animation
293644,Comedy
453,Romance
453,Drama
8587,Animation
8587,Family
8587,Drama
72545,Science Fiction
72545,Adventure
72545,Action
109451,Animation
109451,Comedy
109451,Family
9533,Thriller
9533,Horror
9533,Crime
2023,Adventure
2023,Western
71880,Comedy
584,Thriller
584,Action
584,Crime
309809,Adventure
309809,Animation
309809,Fantasy
4858,Science Fiction
4858,Thriller
17711,Adventure
17711,Animation
17711,Action
17711,Comedy
17711,Family
328111,Animation
328111,Family
8698,Science Fiction
8698,Thriller
8698,Fantasy
8698,Action
93456,Animation
93456,Comedy
93456,Family
602,Science Fiction
602,Adventure
602,Action
330,Science Fiction
330,Adventure
330,Action
953,Animation
953,Family
9693,Science Fiction
9693,Thriller
9693,Action
9693,Drama
36657,Science Fiction
36657,Adventure
36657,Action
8909,Thriller
8909,Action
8909,Crime
9802,Adventure
9802,Thriller
9802,Action
950,Adventure
950,Animation
950,Comedy
950,Family
1824,Romance
1824,Comedy
2976,Romance
2976,Comedy
2976,Family
2976,Music
11026,Thriller
11026,Mystery
11026,Horror
332,Adventure
332,Action
332,Comedy
332,Family
75656,Thriller
75656,Crime
38365,Comedy
594,Comedy
594,Drama
15189,Comedy
15189,Family
11678,Adventure
11678,Thriller
11678,Action
6538,History
6538,Comedy
6538,Drama
10555,Animation
10555,Action
10555,Comedy
10555,Family
1125,Drama
4551,Comedy
4551,Crime
612,Thriller
612,History
612,Action
612,Drama
9567,Action
9567,Drama
9567,War
37821,Thriller
37821,Romance
37821,Action
37821,Comedy
203801,Adventure
203801,Action
203801,Comedy
2539,Comedy
9297,Animation
9297,Fantasy
9297,Comedy
9297,Family
3172,Romance
3172,Action
3172,Comedy
3172,Crime
6520,Adventure
6520,Romance
6520,Action
6520,Drama
1439,History
1439,Romance
1439,Drama
37958,Fantasy
37958,Action
37958,Drama
2026,Thriller
2026,Mystery
2026,Crime
2026,Drama
7450,Science Fiction
7450,Adventure
7450,Animation
7450,Action
7450,Family
11375,Adventure
11375,Thriller
11375,Action
11375,Comedy
9425,Science Fiction
9425,Action
9425,War
25769,Science Fiction
25769,Thriller
25769,Action
25769,Horror
25769,Drama
23685,Adventure
23685,Animation
23685,Fantasy
23685,Action
23685,Comedy
11866,Adventure
11866,Thriller
11866,Action
11866,Drama
9741,Science Fiction
9741,Thriller
9741,Drama
211672,Adventure
211672,Animation
211672,Comedy
211672,Family
23629,Thriller
23629,Fantasy
23629,Action
8688,Mystery
8688,Crime
10153,Science Fiction
153518,Animation
153518,Family
8676,Adventure
8676,Romance
8676,Comedy
20829,Comedy
20829,Drama
4349,Thriller
4349,Action
4349,Drama
9718,Comedy
10808,Fantasy
10808,Romance
10808,Comedy
10808,Family
197,History
197,Action
197,Drama
197,War
25,Drama
25,War
35,Animation
35,Comedy
35,Family
11086,Romance
11086,Drama
10477,Action
1997,Adventure
1997,Family
1997,Drama
6947,Thriller
6947,Mystery
6947,Drama
3050,Fantasy
3050,Comedy
3050,Family
2675,Science Fiction
2675,Thriller
2675,Mystery
2675,Drama
809,Adventure
809,Animation
809,Fantasy
809,Comedy
809,Family
920,Adventure
920,Animation
920,Comedy
920,Family
4806,Romance
4806,Comedy
7451,Adventure
7451,Thriller
7451,Action
228165,Adventure
228165,Animation
228165,Comedy
228165,Family
3595,Thriller
3595,Action
16869,Thriller
16869,Action
16869,Drama
16869,War
879,Adventure
879,Fantasy
879,Comedy
879,Family
1573,Thriller
1573,Action
9257,Thriller
9257,Action
9257,Crime
1903,Science Fiction
1903,Thriller
1903,Mystery
1903,Romance
1903,Drama
9697,Thriller
9697,Fantasy
9697,Mystery
9697,Drama
395,Science Fiction
395,Adventure
395,Action
23398,Animation
23398,Fantasy
23398,Comedy
23398,Family
23398,Music
10590,History
10590,Action
10590,War
117263,Thriller
117263,Action
200,Science Fiction
200,Adventure
200,Thriller
200,Action
44943,Science Fiction
44943,Action
587,Adventure
587,Fantasy
587,Drama
10395,Fantasy
57212,Drama
57212,War
152760,History
152760,Action
152760,Drama
152760,War
2756,Science Fiction
2756,Adventure
2756,Thriller
2756,Action
33909,Crime
33909,Drama
49017,Fantasy
49017,Action
49017,Horror
49017,Drama
49017,War
9882,Thriller
9882,Action
9882,Crime
9882,Drama
2270,Adventure
2270,Fantasy
2270,Romance
2270,Family
978,Adventure
978,History
978,Drama
44564,Comedy
44564,Drama
3132,Adventure
3132,Thriller
3132,Action
3132,Comedy
8814,Adventure
8814,Action
8814,Horror
8427,Adventure
8427,Thriller
8427,Action
8427,Comedy
52520,Fantasy
52520,Action
52520,Horror
80585,Romance
80585,Comedy
80585,Drama
80585,Music
10592,Drama
10592,War
49021,Adventure
49021,Thriller
49021,Action
11535,Science Fiction
11535,Thriller
11535,Action
10550,Adventure
10550,Thriller
10550,Action
11258,Thriller
