user_id,movie_id,rating,rating_date,comment
U00010,549,6.1,2023-06-06,Gran actuacion
U00010,266396,7.0,2024-07-20,Historia entretenida
U00010,34335,4.3,2024-07-08,Gran actuacion
U00011,10024,8.3,2026-03-30,Visualmente increible
U00011,198663,7.4,2026-03-05,Buen ritmo
U00011,101299,7.3,2026-03-31,Visualmente increible
U00011,206647,5.8,2026-02-25,Gran actuacion
U00011,74465,5.1,2026-04-22,Buena para recomendar
U00011,26963,6.1,2026-03-09,Buen ritmo
U00011,20653,7.6,2026-03-09,Historia entretenida
U00011,257344,5.7,2026-03-22,Buena para recomendar
U00011,297596,5.0,2026-04-30,Buen ritmo
U00011,8883,5.4,2026-04-24,Visualmente increible
U00011,70160,7.2,2026-03-30,No era lo que esperaba
U00012,50839,6.8,2026-03-05,Gran actuacion
U00012,1690,5.8,2025-10-11,No era lo que esperaba
U00012,22649,6.9,2025-03-10,Me gusto bastante
U00012,157841,7.5,2025-11-02,Gran actuacion
U00013,55903,6.6,2026-01-09,Buena para recomendar
U00013,75861,6.7,2025-09-06,Gran actuacion
U00013,43942,5.8,2025-02-16,Gran actuacion
U00013,855,7.1,2026-01-07,No era lo que esperaba
U00013,10603,5.0,2026-02-20,Gran actuacion
U00013,103731,5.8,2025-09-28,Final inesperado
U00013,869,6.9,2026-03-06,Me gusto bastante
U00013,1894,7.0,2026-02-12,Excelente recomendacion
U00013,175574,5.2,2025-08-29,Buena para recomendar
U00013,9963,5.2,2025-07-18,La volveria a ver
U00013,1891,9.6,2025-09-25,La volveria a ver
U00013,58492,5.5,2026-01-09,Final inesperado
U00013,22215,4.8,2026-01-16,La volveria a ver
U00014,943,5.3,2025-11-09,Buen ritmo
U00014,9476,6.4,2026-01-09,Buen ritmo
U00014,37232,8.2,2025-09-13,No era lo que esperaba
U00014,13919,6.8,2024-08-08,Buena para recomendar
U00014,9285,6.7,2026-04-10,Historia entretenida
U00015,178862,6.7,2026-03-29,La volveria a ver
U00015,25719,7.3,2026-03-28,Final inesperado
U00015,35,6.6,2026-03-23,Visualmente increible
U00015,249164,7.3,2026-04-25,Final inesperado
U00015,23168,8.1,2026-04-28,Excelente recomendacion
U00015,9310,4.1,2026-04-26,La volveria a ver
U00015,879,7.3,2026-04-17,Historia entretenida
U00015,1590,5.2,2026-04-24,Historia entretenida
U00015,4997,5.9,2026-04-28,Visualmente increible
U00015,27569,6.2,2026-03-25,No era lo que esperaba
U00016,40932,3.7,2025-03-19,Gran actuacion
U00016,16281,6.5,2024-09-29,Final inesperado
U00016,2142,5.1,2024-04-12,La volveria a ver
U00016,3062,5.1,2025-04-29,Me gusto bastante
U00016,2110,5.2,2025-05-10,No era lo que esperaba
U00016,9707,5.3,2026-01-03,Final inesperado
U00016,3635,7.0,2024-09-17,Buena para recomendar
U00017,96721,8.2,2025-08-21,Final inesperado
U00017,812,7.4,2025-07-06,Buena para recomendar
U00017,11446,8.0,2025-11-23,Historia entretenida
U00017,41233,7.4,2025-11-10,Gran actuacion
U00017,102899,6.0,2024-04-10,Me gusto bastante
U00017,40932,6.4,2024-04-30,Buena para recomendar
U00018,7006,5.1,2025-02-18,Buen ritmo
U00018,98566,5.0,2025-07-17,Visualmente increible
U00018,228970,6.1,2026-03-25,Final inesperado
U00018,1997,5.6,2025-09-06,Visualmente increible
U00019,38,8.8,2022-11-01,Final inesperado
U00019,40794,6.2,2024-11-15,Buena para recomendar
U00019,357837,4.3,2026-01-10,Me gusto bastante
U00019,108346,7.5,2025-08-26,Buen ritmo
U00019,43074,5.6,2024-04-23,No era lo que esperaba
U00019,15568,5.3,2023-06-27,Final inesperado
U00019,72570,6.1,2024-09-13,Buena para recomendar
U00019,138103,4.7,2023-01-12,Gran actuacion
U00019,23742,5.9,2026-03-14,Gran actuacion
U00020,12227,7.7,2024-05-01,Visualmente increible
U00020,13201,5.5,2025-02-19,Me gusto bastante
U00020,33511,7.0,2024-11-25,Gran actuacion
U00020,9624,3.6,2024-11-12,Gran actuacion
U00020,8452,5.6,2024-01-19,Historia entretenida
U00020,62177,7.0,2024-01-11,No era lo que esperaba
U00020,12610,5.7,2024-09-23,La volveria a ver
U00021,82687,6.1,2023-09-12,Historia entretenida
U00021,9679,6.3,2024-07-06,Buen ritmo
U00021,44562,5.1,2025-09-01,Buen ritmo
U00021,73247,3.0,2025-12-03,La volveria a ver
U00021,11459,5.0,2026-04-03,Me gusto bastante
U00022,9647,5.6,2026-04-22,Historia entretenida
U00022,10615,6.7,2026-01-29,Visualmente increible
U00022,96721,7.8,2024-12-14,La volveria a ver
U00022,865,5.3,2025-04-10,Gran actuacion
U00022,270938,6.4,2025-10-21,Historia entretenida
U00022,11027,6.3,2023-12-08,Buen ritmo
U00022,59678,5.7,2025-11-07,No era lo que esperaba
U00022,10590,8.0,2024-04-01,Gran actuacion
U00023,2112,5.9,2025-05-12,Buen ritmo
U00023,86838,8.0,2022-11-25,Excelente recomendacion
U00023,9691,6.0,2025-11-25,Gran actuacion
U00023,2266,6.9,2025-05-06,Final inesperado
U00023,87825,7.3,2025-05-07,La volveria a ver
U00023,9906,6.8,2025-12-01,Excelente recomendacion
U00023,15092,7.0,2023-04-03,Visualmente increible
U00023,45269,7.6,2025-08-26,Visualmente increible
U00023,78394,6.9,2023-11-17,No era lo que esperaba
U00023,123678,8.9,2025-08-08,Excelente recomendacion
U00023,254904,5.2,2024-08-09,No era lo que esperaba
U00023,49051,7.3,2025-01-07,La volveria a ver
U00023,72571,6.4,2022-11-28,Buena para recomendar
U00024,9367,5.4,2026-04-04,No era lo que esperaba
U00024,26518,6.0,2026-04-25,Me gusto bastante
U00024,378200,4.5,2026-03-24,Me gusto bastante
U00024,8814,6.3,2026-04-12,Buen ritmo
U00024,8920,4.3,2026-04-07,Buena para recomendar
U00024,425,7.0,2026-04-14,Excelente recomendacion
U00024,264656,6.9,2026-02-14,Excelente recomendacion
U00024,86837,6.7,2026-02-20,Visualmente increible
U00025,64807,6.0,2025-07-07,No era lo que esperaba
U00025,11831,5.5,2025-07-31,Buen ritmo
U00025,9289,7.5,2025-07-16,Excelente recomendacion
U00025,257211,8.5,2026-04-24,No era lo que esperaba
U00025,329440,5.3,2026-03-05,Historia entretenida
U00025,431,7.0,2025-09-29,Buen ritmo
U00026,7485,7.3,2023-09-22,Excelente recomendacion
U00026,10022,4.9,2025-11-06,Me gusto bastante
U00026,99861,7.1,2025-06-06,Buena para recomendar
U00026,11452,4.7,2025-02-08,Final inesperado
U00026,9285,6.8,2025-01-04,La volveria a ver
U00026,13,8.4,2023-11-14,Final inesperado
U00026,14474,5.6,2026-03-01,Final inesperado
U00026,10285,3.9,2026-01-16,Buen ritmo
U00026,11172,7.6,2026-03-23,No era lo que esperaba
U00026,9782,5.2,2025-09-04,Visualmente increible
U00026,26466,6.4,2025-02-01,La volveria a ver
U00026,1389,7.7,2024-11-23,Excelente recomendacion
U00026,1429,8.4,2024-07-30,Visualmente increible
U00026,9430,6.4,2025-01-12,Excelente recomendacion
U00026,1213,8.0,2024-03-22,La volveria a ver
U00027,14709,6.7,2023-10-26,Buen ritmo
U00027,61038,4.8,2022-11-03,Buena para recomendar
U00027,58574,6.4,2024-08-02,La volveria a ver
U00027,10534,6.4,2024-10-14,Final inesperado
U00027,11128,5.1,2022-12-28,No era lo que esperaba
U00027,67238,8.3,2023-11-26,Historia entretenida
U00027,9787,6.8,2023-07-25,Final inesperado
U00028,39055,5.4,2024-10-24,No era lo que esperaba
U00028,544,6.4,2024-02-03,La volveria a ver
U00028,4133,7.0,2024-01-29,Gran actuacion
U00028,11011,4.1,2025-09-08,Final inesperado
U00028,44857,5.8,2026-02-28,Me gusto bastante
U00029,8068,7.4,2025-07-02,Buena para recomendar
U00029,10330,5.4,2025-01-09,Final inesperado
U00029,12163,7.8,2025-11-09,Gran actuacion
U00030,31915,4.4,2025-07-21,Gran actuacion
U00030,5708,6.9,2025-09-11,No era lo que esperaba
U00030,794,7.9,2024-10-20,La volveria a ver
U00030,73935,4.2,2025-02-26,Excelente recomendacion
U00030,256687,3.2,2024-03-18,Excelente recomendacion
U00030,18550,6.5,2025-03-16,Final inesperado
U00030,10075,4.5,2025-07-19,Visualmente increible
U00030,3536,5.7,2024-06-02,Visualmente increible
U00030,59981,6.3,2025-09-14,La volveria a ver
U00030,1124,8.4,2025-07-29,Buena para recomendar
U00030,157386,6.9,2025-10-04,Buen ritmo
U00030,294512,5.6,2025-04-05,Buen ritmo
U00030,238603,6.3,2025-11-07,Me gusto bastante
U00030,12779,3.7,2024-05-21,Buena para recomendar
U00030,9275,6.2,2024-09-09,Visualmente increible
U00031,49963,6.7,2026-04-26,Visualmente increible
U00031,673,8.6,2026-04-07,Visualmente increible
U00031,294086,5.1,2026-03-24,Gran actuacion
U00031,70670,8.5,2026-04-30,Historia entretenida
U00031,82675,7.3,2026-04-28,La volveria a ver
U00031,11353,6.7,2026-04-27,Historia entretenida
U00031,39538,5.0,2026-04-21,Final inesperado
U00031,34152,7.5,2026-04-09,Buena para recomendar
U00031,62214,5.7,2026-04-23,Gran actuacion
U00031,174311,6.2,2026-03-18,Visualmente increible
U00031,9315,4.7,2026-04-16,Final inesperado
U00031,134374,5.2,2026-03-27,Me gusto bastante
U00031,22,7.1,2026-03-27,Gran actuacion
U00031,9489,6.1,2026-04-22,Visualmente increible
U00031,256040,8.4,2026-04-06,Buena para recomendar
U00032,18,7.0,2026-01-22,Me gusto bastante
U00032,20309,3.7,2026-01-24,Gran actuacion
U00032,604,7.0,2025-11-28,Buen ritmo
U00033,568,6.6,2025-07-25,Gran actuacion
U00033,8363,5.7,2025-02-24,Visualmente increible
U00033,1620,5.4,2024-06-13,Visualmente increible
U00033,16633,7.8,2024-03-19,Gran actuacion
U00033,507,5.6,2023-12-27,Gran actuacion
U00033,12400,6.0,2025-08-09,Historia entretenida
U00033,273248,7.9,2025-01-25,No era lo que esperaba
U00033,10397,5.8,2024-06-26,No era lo que esperaba
U00034,2043,7.0,2026-03-13,No era lo que esperaba
U00034,953,7.7,2026-03-31,No era lo que esperaba
U00034,88005,5.8,2025-09-16,Gran actuacion
U00034,82687,5.7,2025-05-09,Historia entretenida
U00034,11128,5.5,2025-01-10,Historia entretenida
U00034,8470,7.4,2025-11-10,No era lo que esperaba
U00034,33217,6.3,2026-02-14,Excelente recomendacion
U00034,2501,6.1,2026-02-05,Visualmente increible
U00035,17332,5.6,2024-10-01,Gran actuacion
U00035,24100,5.4,2025-01-12,La volveria a ver
U00035,2110,6.6,2025-01-25,Buena para recomendar
U00035,18191,5.6,2025-11-26,Visualmente increible
U00035,136795,6.0,2026-03-15,Buena para recomendar
U00036,10398,7.5,2024-01-13,Gran actuacion
U00036,55347,6.4,2024-10-21,Visualmente increible
U00036,11051,5.8,2025-12-17,Visualmente increible
U00036,26963,7.0,2024-11-06,Visualmente increible
U00036,14012,7.2,2025-06-07,La volveria a ver
U00036,10327,4.2,2023-12-29,Gran actuacion
U00036,13187,6.8,2025-10-28,Buena para recomendar
U00036,138832,8.2,2025-10-29,Buena para recomendar
U00037,74465,7.1,2024-11-29,Excelente recomendacion
U00037,22327,6.5,2025-02-25,Buen ritmo
U00037,8054,5.4,2025-10-11,Historia entretenida
U00037,45767,3.9,2025-05-25,Excelente recomendacion
U00037,19585,3.9,2024-02-23,No era lo que esperaba
U00038,268,5.6,2025-03-30,Excelente recomendacion
U00038,3179,7.2,2024-12-23,Buena para recomendar
U00038,176124,6.3,2024-10-04,La volveria a ver
U00038,116741,5.0,2025-02-10,Excelente recomendacion
U00038,8338,6.8,2024-07-26,Excelente recomendacion
U00039,322443,3.7,2026-04-27,Final inesperado
U00039,13408,6.1,2025-12-08,La volveria a ver
U00039,89325,6.6,2025-12-19,Gran actuacion
U00039,820,6.8,2026-04-01,Me gusto bastante
U00039,10664,5.5,2025-11-07,Historia entretenida
U00039,70160,7.0,2026-04-01,Final inesperado
U00039,3059,7.2,2026-01-18,Final inesperado
U00039,10563,4.2,2026-04-08,Excelente recomendacion
U00039,51828,6.4,2025-12-09,Visualmente increible
U00039,297621,4.2,2026-01-24,Buena para recomendar
U00040,9486,7.5,2025-11-10,Excelente recomendacion
U00040,134,6.3,2025-11-28,Visualmente increible
U00040,297761,5.7,2025-12-09,Me gusto bastante
U00040,118,5.6,2026-03-30,Buena para recomendar
U00040,14574,8.5,2025-06-18,Gran actuacion
U00040,10930,5.3,2025-05-08,No era lo que esperaba
U00040,35019,7.3,2025-09-23,Historia entretenida
U00041,72207,6.9,2026-03-04,Buena para recomendar
U00041,42889,4.4,2026-04-29,La volveria a ver
U00041,9008,8.6,2026-02-09,Buena para recomendar
U00041,25166,4.6,2026-04-30,Gran actuacion
U00041,9012,6.9,2026-04-23,Final inesperado
U00041,223,6.2,2026-03-13,La volveria a ver
U00042,41436,5.2,2025-12-20,Me gusto bastante
U00042,49948,7.1,2026-04-13,Historia entretenida
U00042,7979,8.1,2026-03-08,No era lo que esperaba
U00042,10865,5.9,2026-04-06,Final inesperado
U00042,38073,6.9,2026-04-11,Me gusto bastante
U00042,60243,7.9,2026-03-04,Historia entretenida
U00042,8849,7.0,2025-12-26,Excelente recomendacion
U00042,7735,8.8,2026-01-24,No era lo que esperaba
U00042,107985,6.4,2026-01-09,Me gusto bastante
U00042,30246,4.2,2025-12-30,Gran actuacion
U00042,3594,6.9,2025-12-05,Me gusto bastante
U00042,34769,7.7,2025-11-20,La volveria a ver
U00042,47692,6.2,2026-04-22,Gran actuacion
U00043,3172,5.4,2024-01-25,Buen ritmo
U00043,10478,5.8,2026-02-23,La volveria a ver
U00043,20662,7.1,2025-09-27,Buen ritmo
U00043,2142,7.1,2025-10-18,Historia entretenida
U00043,241259,5.6,2024-06-06,Excelente recomendacion
U00043,2255,5.3,2025-01-29,Buen ritmo
U00043,1548,7.7,2025-07-12,Excelente recomendacion
U00044,270303,7.2,2026-02-16,Me gusto bastante
U00044,13223,7.5,2026-03-12,Buen ritmo
U00044,17917,5.8,2026-03-04,Final inesperado
U00044,62677,4.5,2026-02-01,Buen ritmo
U00044,411,5.9,2026-04-10,Excelente recomendacion
U00044,11354,7.7,2026-01-31,Gran actuacion
U00044,35690,7.2,2026-04-13,La volveria a ver
U00044,921,7.8,2026-04-08,Final inesperado
U00044,26022,8.1,2026-03-29,No era lo que esperaba
U00045,16358,7.0,2024-11-19,Excelente recomendacion
U00045,50620,6.9,2024-05-04,Gran actuacion
U00045,41233,7.9,2025-08-16,Buen ritmo
U00045,12289,8.3,2025-10-30,Gran actuacion
U00045,44413,8.2,2025-02-05,Me gusto bastante
U00045,14160,6.6,2026-03-08,Buena para recomendar
U00045,1268,6.3,2025-10-14,No era lo que esperaba
U00045,616,7.6,2025-12-15,Excelente recomendacion
U00045,53502,1.6,2025-01-09,No era lo que esperaba
U00045,18713,5.8,2025-09-10,Historia entretenida
U00045,10393,6.0,2023-11-29,Final inesperado
U00045,2575,6.7,2024-06-02,Me gusto bastante
U00046,14976,7.0,2024-11-02,La volveria a ver
U00046,256962,6.9,2024-06-28,Gran actuacion
U00046,20468,7.3,2025-03-03,Historia entretenida
U00046,1895,7.9,2025-01-31,Gran actuacion
U00046,10873,7.6,2024-04-11,Excelente recomendacion
U00046,2756,8.3,2024-05-15,Historia entretenida
U00046,5902,7.9,2024-05-08,Final inesperado
U00046,11287,7.8,2026-03-15,Me gusto bastante
U00047,9059,6.7,2025-09-19,Excelente recomendacion
U00047,11001,7.2,2025-10-28,La volveria a ver
U00048,9100,6.3,2024-08-10,La volveria a ver
U00048,859,7.9,2026-01-11,Historia entretenida
U00048,603,6.9,2026-01-11,Me gusto bastante
U00048,9398,5.7,2025-04-13,Gran actuacion
U00048,13689,7.0,2024-07-19,Final inesperado
U00048,203801,6.4,2025-12-04,Gran actuacion
U00048,48572,4.6,2026-03-04,Historia entretenida
U00048,36557,6.0,2025-07-13,La volveria a ver
U00048,24356,4.6,2025-05-31,Historia entretenida
U00049,232672,7.5,2026-03-15,No era lo que esperaba
U00049,385383,3.1,2026-01-09,No era lo que esperaba
U00049,24055,7.0,2024-02-21,Historia entretenida
U00049,17654,6.0,2023-11-24,Visualmente increible
U00049,109421,5.1,2026-02-26,Visualmente increible
U00049,11509,7.8,2024-09-09,Me gusto bastante
U00049,13403,7.4,2025-04-02,Excelente recomendacion
U00050,13490,5.2,2024-07-01,Final inesperado
U00050,284293,6.4,2024-04-27,Me gusto bastante
U00050,40880,4.1,2023-03-19,Final inesperado
U00050,76726,5.3,2025-01-06,Visualmente increible
U00050,10390,6.0,2025-04-30,Historia entretenida
U00050,72190,6.1,2023-09-15,Gran actuacion
U00050,10366,3.1,2024-08-16,Historia entretenida
U00050,9975,5.2,2025-11-30,Excelente recomendacion
U00050,27205,6.8,2023-04-28,Final inesperado
U00050,11638,4.7,2023-10-20,Buen ritmo
U00051,7873,5.6,2023-11-16,No era lo que esperaba
U00051,99826,8.3,2024-10-26,Me gusto bastante
U00051,5722,6.3,2025-04-04,Buena para recomendar
U00051,12555,6.4,2025-01-22,La volveria a ver
U00051,47502,3.6,2026-02-03,Visualmente increible
U00051,36819,7.4,2025-09-15,Final inesperado
U00051,8357,4.9,2023-10-29,Final inesperado
U00051,345003,5.6,2025-01-03,No era lo que esperaba
U00051,9700,5.0,2023-12-02,Final inesperado
U00051,125123,5.1,2023-10-11,Me gusto bastante
U00051,1930,5.7,2025-03-05,Me gusto bastante
U00051,122,7.9,2025-09-12,La volveria a ver
U00052,44115,5.8,2022-10-30,Gran actuacion
U00052,15122,5.7,2024-04-09,Final inesperado
U00052,82690,8.6,2024-07-18,Final inesperado
U00052,11798,8.6,2022-10-10,Me gusto bastante
U00052,9794,5.0,2024-05-15,Visualmente increible
U00052,10710,6.3,2026-01-24,No era lo que esperaba
U00052,507,5.2,2024-02-02,Buen ritmo
U00052,671,6.1,2025-04-29,Me gusto bastante
U00052,58,6.2,2024-09-03,Visualmente increible
U00053,11397,4.4,2025-07-17,Me gusto bastante
U00053,9516,5.9,2025-06-13,Me gusto bastante
U00053,10629,6.5,2026-01-14,Buena para recomendar
U00053,231576,5.2,2026-01-25,No era lo que esperaba
U00054,79,6.3,2026-01-05,Buena para recomendar
U00054,11072,5.7,2025-09-26,No era lo que esperaba
U00054,8265,6.1,2024-07-27,Buena para recomendar
U00054,23963,6.4,2024-05-27,Me gusto bastante
U00054,9679,6.1,2025-10-10,Buen ritmo
U00054,47607,5.2,2025-07-26,Buen ritmo
U00054,2959,6.4,2024-09-27,Historia entretenida
U00054,158011,6.1,2025-03-09,Gran actuacion
U00054,38448,6.0,2024-04-13,Buena para recomendar
U00054,37694,4.7,2025-09-24,Final inesperado
U00055,68734,5.7,2026-03-22,Me gusto bastante
U00055,280,6.9,2026-03-14,Excelente recomendacion
U00055,62215,6.8,2026-04-06,Historia entretenida
U00055,577,5.6,2026-03-26,Me gusto bastante
U00055,10329,4.9,2026-04-27,Buen ritmo
U00055,64499,7.6,2026-03-31,No era lo que esperaba
U00055,14577,7.2,2026-04-13,Visualmente increible
U00055,13501,5.3,2026-03-26,Buen ritmo
U00056,12183,5.0,2025-03-28,Historia entretenida
U00056,227,5.5,2025-06-09,Buen ritmo
U00056,87428,6.1,2025-09-10,Gran actuacion
U00056,69668,5.2,2025-03-22,Buena para recomendar
U00056,12109,7.4,2025-08-29,Gran actuacion
U00056,10873,5.2,2025-03-20,Buena para recomendar
U00056,640,8.4,2026-03-18,No era lo que esperaba
U00056,91314,6.8,2025-04-08,No era lo que esperaba
U00056,11453,6.0,2025-09-20,Me gusto bastante
U00057,10622,7.5,2025-11-16,Gran actuacion
U00057,70435,5.0,2025-11-16,Visualmente increible
U00057,33157,6.3,2025-09-13,Buen ritmo
U00057,238615,7.7,2025-03-02,Visualmente increible
U00057,50725,7.0,2025-03-13,No era lo que esperaba
U00057,11015,7.0,2025-07-30,No era lo que esperaba
U00057,30890,7.0,2025-06-05,Buena para recomendar
U00057,13405,8.0,2026-04-16,Final inesperado
U00058,35690,7.7,2026-04-01,No era lo que esperaba
U00058,89750,8.0,2026-03-09,Buena para recomendar
U00058,121826,6.6,2025-07-17,Buena para recomendar
U00058,45132,7.8,2025-12-12,Gran actuacion
U00058,70829,4.9,2025-12-18,Excelente recomendacion
U00058,291870,4.9,2026-02-16,Final inesperado
U00058,9339,6.2,2025-07-28,La volveria a ver
U00058,46727,4.6,2026-05-02,La volveria a ver
U00058,6282,6.3,2025-11-04,La volveria a ver
U00058,271185,6.9,2025-11-01,No era lo que esperaba
U00058,11190,8.7,2026-03-08,No era lo que esperaba
U00059,767,8.0,2025-11-15,No era lo que esperaba
U00059,2757,7.3,2025-10-09,Gran actuacion
U00059,1931,5.6,2026-01-31,Final inesperado
U00059,39209,5.1,2025-09-14,Final inesperado
U00059,11065,4.8,2026-03-27,La volveria a ver
U00059,24021,4.8,2025-11-26,Excelente recomendacion
U00059,54138,7.2,2026-02-12,Visualmente increible
U00059,8090,5.4,2025-11-06,Visualmente increible
U00059,9374,6.3,2025-10-28,La volveria a ver
U00060,14256,7.5,2026-03-11,Me gusto bastante
U00060,8069,6.4,2026-04-04,Visualmente increible
U00060,25,7.6,2026-01-11,Gran actuacion
U00060,11863,5.1,2026-03-04,Excelente recomendacion
U00060,271331,4.1,2026-03-21,No era lo que esperaba
U00060,256740,5.1,2025-12-21,Me gusto bastante
U00060,1551,5.0,2026-04-07,Gran actuacion
U00060,46528,6.9,2026-01-21,La volveria a ver
U00060,22102,5.8,2025-12-21,Me gusto bastante
U00061,11086,5.1,2025-10-15,Buena para recomendar
U00061,11302,7.5,2025-03-02,Me gusto bastante
U00061,25376,6.5,2024-10-30,Buena para recomendar
U00061,489,7.7,2026-04-30,Me gusto bastante
U00061,356987,5.8,2025-05-11,Historia entretenida
U00061,72190,5.2,2024-06-30,No era lo que esperaba
U00061,24961,7.4,2024-08-11,Buena para recomendar
U00061,1359,7.4,2025-06-07,Buen ritmo
U00061,228066,6.2,2024-11-21,No era lo que esperaba
U00061,22798,6.4,2025-06-13,Me gusto bastante
U00061,64688,5.2,2025-12-17,Buen ritmo
U00061,2056,8.6,2025-09-21,Visualmente increible
U00061,3116,6.6,2024-07-22,Historia entretenida
U00062,25113,6.2,2026-02-09,Visualmente increible
U00062,8675,7.3,2025-06-03,Final inesperado
U00062,13501,5.4,2025-09-22,Buena para recomendar
U00062,13496,4.5,2025-10-07,Gran actuacion
U00062,310569,6.4,2023-12-11,Visualmente increible
U00062,253331,7.8,2023-11-21,Buena para recomendar
U00062,2294,5.2,2025-11-10,Historia entretenida
U00062,15013,7.1,2025-10-11,Final inesperado
U00062,10985,4.4,2025-02-01,Gran actuacion
U00062,334531,7.8,2025-04-11,Visualmente increible
