user_id,genre,weight,last_updated,source
U00068,Comedy,0.3575,2026-02-08,behavior
U00068,Drama,0.2382,2023-08-07,behavior
U00068,War,0.1018,2025-01-03,hybrid
U00068,Crime,0.3025,2024-12-10,onboarding
U00069,Thriller,0.4139,2025-04-13,hybrid
U00069,History,0.0313,2025-11-23,behavior
U00069,Adventure,0.5548,2025-07-13,onboarding
U00070,Drama,0.2873,2025-12-08,behavior
U00070,Romance,0.2719,2024-07-30,behavior
U00070,Comedy,0.1382,2026-03-24,hybrid
U00070,Fantasy,0.3026,2025-04-10,hybrid
U00071,History,0.3508,2024-12-11,hybrid
U00071,Science Fiction,0.2706,2024-12-27,hybrid
U00071,Comedy,0.2527,2025-02-23,behavior
U00071,Family,0.1259,2024-01-29,onboarding
U00072,Romance,0.3703,2025-09-18,hybrid
U00072,Horror,0.6297,2026-02-15,hybrid
U00073,Documentary,0.5262,2025-07-14,behavior
U00073,Thriller,0.4738,2025-07-27,onboarding
U00074,Horror,0.3153,2026-03-24,onboarding
U00074,Western,0.3624,2024-03-30,hybrid
U00074,Comedy,0.3223,2026-03-02,hybrid
U00075,Science Fiction,0.2174,2025-11-18,hybrid
U00075,Animation,0.7826,2025-12-12,behavior
U00076,Adventure,0.5097,2026-02-13,hybrid
U00076,Drama,0.2825,2025-06-02,hybrid
U00076,Music,0.2079,2026-03-07,hybrid
U00077,Thriller,0.6192,2024-09-22,hybrid
U00077,Comedy,0.3801,2026-02-19,onboarding
U00077,Action,0.0007,2024-06-25,behavior
U00078,Comedy,0.1583,2025-07-22,onboarding
U00078,Science Fiction,0.8417,2025-07-03,onboarding
U00079,Science Fiction,0.7371,2025-11-15,hybrid
U00079,Crime,0.2629,2026-02-08,hybrid
U00080,Fantasy,0.0424,2025-09-11,behavior
U00080,Action,0.3795,2025-05-26,onboarding
U00080,History,0.1936,2024-09-17,behavior
U00080,Music,0.3846,2025-11-08,hybrid
U00081,Mystery,0.3442,2026-02-08,hybrid
U00081,Science Fiction,0.1091,2026-02-24,onboarding
U00081,Horror,0.0628,2026-02-22,onboarding
U00081,Romance,0.4839,2025-10-31,onboarding
U00082,Thriller,0.6638,2024-12-24,onboarding
U00082,Mystery,0.2911,2024-02-22,behavior
U00082,War,0.0452,2023-09-05,hybrid
U00083,War,0.5469,2025-10-05,onboarding
U00083,Science Fiction,0.4531,2024-10-31,onboarding
U00084,Mystery,0.2886,2024-10-22,hybrid
U00084,Animation,0.3179,2025-12-02,behavior
U00084,Horror,0.2597,2025-02-07,onboarding
U00084,Romance,0.1338,2024-11-01,behavior
U00085,History,0.3127,2026-03-18,hybrid
U00085,Family,0.0879,2024-11-02,onboarding
U00085,Animation,0.3878,2024-07-11,hybrid
U00085,Drama,0.2116,2025-01-02,onboarding
U00086,Adventure,0.35,2025-12-08,hybrid
U00086,History,0.2725,2026-03-23,hybrid
U00086,Music,0.3775,2024-10-14,behavior
U00087,Animation,0.368,2025-01-25,behavior
U00087,Mystery,0.632,2024-09-11,hybrid
U00088,Action,0.2794,2025-11-06,onboarding
U00088,Science Fiction,0.343,2025-09-11,hybrid
U00088,History,0.3777,2025-02-08,onboarding
U00089,Science Fiction,0.2072,2026-03-13,behavior
U00089,History,0.3507,2026-03-18,hybrid
U00089,Drama,0.4421,2026-03-07,hybrid
U00090,Action,0.2558,2026-03-24,onboarding
U00090,Mystery,0.0747,2026-04-10,behavior
U00090,Fantasy,0.6695,2026-04-07,behavior
U00091,Family,0.1991,2025-09-18,hybrid
U00091,Drama,0.2477,2025-11-05,behavior
U00091,Fantasy,0.5532,2026-02-13,behavior
U00092,Music,0.1386,2024-07-11,hybrid
U00092,Crime,0.1625,2024-02-27,onboarding
U00092,Animation,0.2154,2025-01-26,hybrid
U00092,Science Fiction,0.4835,2022-10-04,onboarding
U00093,War,0.2598,2025-12-05,onboarding
U00093,Fantasy,0.0019,2025-11-19,onboarding
U00093,Documentary,0.3869,2026-02-27,behavior
U00093,Crime,0.3513,2024-06-18,onboarding
U00094,Mystery,0.0229,2025-08-10,hybrid
U00094,Music,0.3714,2025-09-25,behavior
U00094,Animation,0.3071,2024-08-02,onboarding
U00094,Western,0.2986,2024-03-14,behavior
U00095,Music,0.4084,2026-02-19,onboarding
U00095,Comedy,0.2171,2025-11-29,onboarding
U00095,Family,0.3745,2025-10-31,hybrid
U00096,History,0.1412,2025-11-29,behavior
U00096,Romance,0.727,2026-01-27,behavior
U00096,Comedy,0.1318,2025-11-19,behavior
U00097,Crime,0.0564,2024-03-13,onboarding
U00097,Mystery,0.1131,2024-08-05,behavior
U00097,Science Fiction,0.3069,2025-11-29,hybrid
U00097,Documentary,0.5236,2025-09-27,onboarding
U00098,Romance,0.2967,2025-08-31,onboarding
U00098,Fantasy,0.2047,2025-07-02,behavior
U00098,Adventure,0.3808,2025-04-10,behavior
U00098,Music,0.1178,2025-07-03,behavior
U00099,Music,0.1896,2025-11-07,onboarding
U00099,Adventure,0.3453,2026-02-09,hybrid
U00099,Mystery,0.2648,2025-09-29,hybrid
U00099,Crime,0.2002,2025-09-21,hybrid
U00100,Horror,0.9207,2024-02-09,hybrid
U00100,Family,0.0793,2023-07-19,onboarding
U00101,Crime,0.3709,2026-03-21,hybrid
U00101,Action,0.2778,2025-02-18,behavior
U00101,Fantasy,0.3513,2025-08-02,hybrid
U00102,Music,0.1738,2025-08-01,hybrid
U00102,Family,0.8262,2024-07-29,onboarding
U00103,Animation,0.1381,2026-02-23,behavior
U00103,Thriller,0.8619,2025-12-19,hybrid
U00104,War,0.7057,2025-10-17,onboarding
U00104,History,0.2943,2026-03-28,behavior
U00105,Science Fiction,0.2987,2026-02-15,hybrid
U00105,Animation,0.2973,2025-07-08,hybrid
U00105,War,0.1841,2026-03-28,behavior
U00105,Documentary,0.22,2025-12-09,behavior
U00106,Science Fiction,0.2798,2025-04-21,behavior
U00106,War,0.0314,2026-04-08,behavior
U00106,Romance,0.6888,2025-09-20,hybrid
U00107,Horror,0.4067,2025-04-08,behavior
U00107,Science Fiction,0.1116,2024-02-04,behavior
U00107,Mystery,0.4816,2026-03-11,onboarding
U00108,Animation,0.2239,2026-04-09,behavior
U00108,Western,0.3657,2026-03-21,behavior
U00108,War,0.4104,2026-03-15,behavior
U00109,Western,0.4254,2026-02-17,behavior
U00109,Horror,0.0342,2025-10-29,onboarding
U00109,Comedy,0.4255,2026-01-06,behavior
U00109,Drama,0.1149,2025-12-08,hybrid
U00110,War,0.5338,2024-08-25,behavior
U00110,Drama,0.4662,2025-04-04,behavior
U00111,Fantasy,0.0564,2024-05-06,onboarding
U00111,Family,0.9436,2026-03-03,behavior
U00112,Horror,0.251,2026-03-28,onboarding
U00112,Music,0.6777,2026-04-09,onboarding
U00112,Action,0.0713,2026-04-07,onboarding
U00113,War,0.0477,2025-09-02,hybrid
U00113,Drama,0.3363,2025-03-01,hybrid
U00113,Mystery,0.5042,2025-06-15,behavior
U00113,Western,0.1117,2024-08-22,behavior
U00114,Adventure,0.4509,2025-08-18,hybrid
U00114,Crime,0.5491,2025-11-05,behavior
U00115,Science Fiction,0.3086,2025-08-24,behavior
U00115,Romance,0.3005,2026-03-19,behavior
U00115,Fantasy,0.3536,2026-03-06,onboarding
U00115,Comedy,0.0372,2026-02-23,onboarding
U00116,Mystery,0.0216,2024-05-25,onboarding
U00116,Adventure,0.9784,2025-05-16,behavior
U00117,Comedy,0.3703,2025-11-23,behavior
U00117,Action,0.0778,2025-03-24,onboarding
U00117,Thriller,0.5518,2025-11-29,onboarding
U00118,Animation,0.1031,2026-02-19,onboarding
U00118,Mystery,0.603,2026-02-07,behavior
U00118,Adventure,0.2939,2026-01-08,behavior
U00119,Romance,0.5216,2026-04-03,hybrid
U00119,History,0.2425,2026-04-04,behavior
U00119,Comedy,0.1061,2026-04-09,onboarding
U00119,Drama,0.1298,2026-04-09,behavior
U00120,Comedy,0.2828,2025-04-22,hybrid
U00120,Family,0.3728,2024-03-26,onboarding
U00120,Romance,0.3444,2022-12-13,onboarding
U00121,War,0.6937,2023-04-20,hybrid
U00121,Comedy,0.3063,2025-07-26,onboarding
U00122,Documentary,0.0723,2025-12-19,behavior
U00122,Crime,0.9277,2025-11-16,onboarding
U00123,Horror,0.1715,2025-11-29,onboarding
U00123,Western,0.2456,2026-02-22,hybrid
U00123,Crime,0.5068,2026-01-08,hybrid
U00123,Family,0.0761,2026-02-05,behavior
U00124,Animation,0.1912,2025-05-28,onboarding
U00124,History,0.6026,2024-11-12,hybrid
U00124,Science Fiction,0.0304,2025-01-30,onboarding
U00124,Family,0.1758,2025-08-12,hybrid
U00125,War,0.0522,2025-10-25,behavior
U00125,Mystery,0.1664,2025-12-02,behavior
U00125,Science Fiction,0.1561,2026-02-18,hybrid
U00125,History,0.6253,2026-04-05,onboarding
U00126,Adventure,0.3823,2025-07-25,onboarding
U00126,Science Fiction,0.6177,2026-04-08,hybrid
U00127,Science Fiction,0.3881,2026-04-02,hybrid
U00127,War,0.4301,2026-04-10,hybrid
U00127,Documentary,0.1818,2026-04-10,behavior
U00128,Horror,0.0258,2023-12-08,onboarding
U00128,Animation,0.1983,2024-10-07,behavior
U00128,Western,0.6228,2025-11-30,onboarding
U00128,Adventure,0.1531,2025-11-17,hybrid
U00129,Crime,0.2246,2025-11-10,onboarding
U00129,Music,0.2472,2025-11-20,hybrid
U00129,History,0.2937,2026-03-03,hybrid
U00129,Horror,0.2345,2026-02-16,behavior
U00130,Crime,0.3646,2026-02-02,behavior
U00130,War,0.1818,2026-03-30,hybrid
U00130,Animation,0.4536,2025-12-25,behavior
U00131,Drama,0.3261,2025-07-15,behavior
U00131,Family,0.2602,2026-03-20,onboarding
U00131,Crime,0.4137,2024-10-16,hybrid
U00132,Mystery,0.7545,2026-02-27,hybrid
U00132,Crime,0.2455,2026-03-09,behavior
U00133,Music,0.4104,2022-11-21,onboarding
U00133,Family,0.1926,2025-09-03,hybrid
U00133,Science Fiction,0.397,2023-06-13,behavior
U00134,Science Fiction,0.4989,2024-09-29,behavior
U00134,Western,0.2403,2024-01-07,behavior
U00134,History,0.2608,2023-06-19,onboarding
U00135,Thriller,0.2359,2023-05-16,hybrid
U00135,Music,0.079,2023-03-23,onboarding
U00135,Comedy,0.4114,2025-04-25,hybrid
U00135,War,0.2736,2026-01-23,hybrid
U00136,Animation,0.2343,2024-01-15,behavior
U00136,Family,0.2288,2023-04-17,onboarding
U00136,Science Fiction,0.5369,2025-01-18,behavior
U00137,Family,0.3927,2023-09-13,behavior
U00137,Action,0.4431,2023-11-04,behavior
U00137,Horror,0.1642,2024-02-21,behavior
U00138,Thriller,0.1399,2026-03-28,hybrid
U00138,Science Fiction,0.8601,2026-04-08,onboarding
U00139,Comedy,0.1235,2025-06-06,behavior
U00139,History,0.4613,2025-11-04,hybrid
U00139,Family,0.4152,2025-06-17,onboarding
U00140,Western,0.0599,2025-03-16,onboarding
U00140,Action,0.4517,2025-06-21,hybrid
U00140,Family,0.2951,2025-07-05,behavior
U00140,Music,0.1933,2025-02-14,onboarding
U00141,Animation,0.5283,2025-09-19,onboarding
U00141,War,0.4717,2025-07-04,onboarding
U00142,Mystery,0.3926,2022-10-30,hybrid
U00142,Music,0.2555,2025-04-26,onboarding
U00142,Fantasy,0.3016,2025-06-13,hybrid
U00142,War,0.0504,2023-10-10,hybrid
U00143,Horror,0.1627,2026-03-23,hybrid
U00143,Crime,0.3897,2025-07-28,behavior
U00143,Adventure,0.3049,2025-10-22,onboarding
U00143,Documentary,0.1426,2025-09-30,onboarding
U00144,Science Fiction,0.3731,2025-04-27,onboarding
U00144,Adventure,0.6269,2024-02-22,behavior
U00145,Western,0.3308,2025-06-04,hybrid
U00145,Thriller,0.5785,2026-02-24,onboarding
U00145,Fantasy,0.0907,2025-12-30,behavior
U00146,Music,0.3045,2026-03-12,onboarding
U00146,Romance,0.6955,2024-12-13,hybrid
U00147,Fantasy,0.2828,2026-03-04,behavior
U00147,Animation,0.3243,2024-12-04,hybrid
U00147,Romance,0.3157,2024-12-10,behavior
U00147,Adventure,0.0773,2025-02-25,behavior
U00148,History,0.1235,2026-02-12,onboarding
U00148,Science Fiction,0.3906,2026-04-01,onboarding
U00148,Romance,0.4859,2026-04-03,hybrid
U00149,Fantasy,0.2503,2026-04-09,onboarding
U00149,Adventure,0.6254,2025-10-29,behavior
U00149,Animation,0.1244,2026-01-19,onboarding
U00150,Adventure,0.7566,2026-04-01,hybrid
U00150,Crime,0.1336,2026-02-13,onboarding
U00150,Animation,0.1098,2026-03-12,onboarding
U00151,Music,0.4082,2026-04-05,behavior
U00151,Western,0.3878,2026-03-28,hybrid
U00151,Science Fiction,0.2041,2026-04-06,hybrid
U00152,Action,0.9716,2024-07-01,hybrid
U00152,Documentary,0.0284,2024-02-22,onboarding
U00153,History,0.1362,2024-08-02,behavior
U00153,Thriller,0.5366,2023-11-18,behavior
U00153,Drama,0.1704,2026-01-10,hybrid
U00153,Adventure,0.1567,2023-11-20,onboarding
U00154,Animation,0.7085,2026-03-27,behavior
U00154,History,0.2733,2026-01-28,hybrid
U00154,War,0.0182,2026-01-09,behavior
U00155,Thriller,0.4592,2025-09-17,onboarding
U00155,Action,0.5408,2024-10-04,onboarding
U00156,Thriller,0.0935,2025-11-20,hybrid
U00156,War,0.156,2024-09-21,behavior
U00156,Romance,0.5616,2024-07-12,onboarding
U00156,Mystery,0.1888,2025-11-13,hybrid
U00157,Western,0.7281,2025-09-15,behavior
U00157,Documentary,0.2719,2025-03-10,onboarding
U00158,Documentary,0.2977,2025-02-07,behavior
U00158,Horror,0.7023,2024-02-21,onboarding
U00159,History,0.5213,2024-01-16,hybrid
U00159,Animation,0.4787,2024-02-25,hybrid
U00160,Animation,0.4855,2022-07-24,hybrid
U00160,Adventure,0.5145,2025-01-09,onboarding
U00161,History,0.3784,2024-09-17,onboarding
U00161,Thriller,0.3597,2025-06-18,hybrid
U00161,Family,0.1412,2024-06-24,hybrid
U00161,Mystery,0.1207,2025-04-01,behavior
U00162,Drama,0.2042,2026-03-10,onboarding
U00162,Horror,0.3072,2025-10-28,behavior
U00162,Crime,0.4887,2026-03-15,hybrid
U00163,Comedy,0.0833,2025-10-13,onboarding
U00163,Horror,0.0467,2025-10-18,onboarding
U00163,Family,0.4204,2025-06-28,hybrid
U00163,Thriller,0.4497,2025-11-01,hybrid
U00164,Romance,0.2134,2024-01-23,behavior
U00164,Family,0.4764,2025-07-22,behavior
U00164,Documentary,0.3102,2025-10-04,hybrid
U00165,Animation,0.4114,2025-04-23,hybrid
U00165,Mystery,0.5886,2025-07-28,hybrid
U00166,Thriller,0.0833,2025-09-08,behavior
U00166,History,0.4314,2025-06-01,behavior
U00166,Action,0.38,2025-03-17,onboarding
U00166,Romance,0.1053,2025-01-20,hybrid
U00167,Mystery,0.2951,2026-02-26,onboarding
U00167,Adventure,0.7049,2025-10-27,behavior
U00168,Comedy,0.329,2025-09-20,behavior
U00168,Crime,0.4868,2026-02-06,behavior
U00168,Western,0.1841,2026-02-17,hybrid
U00169,War,0.0755,2023-08-10,behavior
U00169,Mystery,0.6629,2026-01-25,behavior
U00169,Adventure,0.108,2025-10-29,onboarding
U00169,Action,0.1535,2023-07-27,hybrid
U00170,War,0.024,2023-04-25,hybrid
U00170,Crime,0.5273,2023-07-31,onboarding
U00170,Horror,0.0498,2023-05-17,hybrid
U00170,Science Fiction,0.399,2023-09-15,behavior
U00171,History,0.3283,2025-10-30,behavior
U00171,Thriller,0.1836,2025-07-04,onboarding
U00171,Action,0.4881,2025-11-25,behavior
U00172,Fantasy,0.3359,2025-11-23,hybrid
U00172,Family,0.1936,2025-10-24,hybrid
U00172,Adventure,0.4705,2025-12-16,onboarding
U00173,Comedy,0.0779,2023-12-03,behavior
U00173,Drama,0.4974,2025-07-21,hybrid
U00173,Action,0.2614,2025-09-21,onboarding
U00173,Family,0.1634,2025-01-20,hybrid
U00174,Adventure,0.0087,2025-08-20,hybrid
U00174,Crime,0.2093,2024-12-28,hybrid
U00174,Drama,0.2173,2026-01-07,behavior
U00174,Fantasy,0.5648,2025-03-09,onboarding
U00175,Music,0.1286,2025-04-20,behavior
U00175,Fantasy,0.1565,2025-06-23,onboarding
U00175,Thriller,0.357,2026-03-24,onboarding
U00175,Comedy,0.3578,2025-11-04,hybrid
U00176,Thriller,0.153,2026-04-02,behavior
U00176,Horror,0.847,2026-04-07,onboarding
U00177,Mystery,0.1867,2026-02-05,hybrid
U00177,Western,0.2137,2026-02-03,hybrid
U00177,Music,0.1305,2026-02-14,behavior
U00177,War,0.4691,2026-04-03,hybrid
U00178,Thriller,0.1585,2025-12-18,onboarding
U00178,Drama,0.3175,2025-12-15,onboarding
U00178,War,0.5241,2026-04-03,behavior
U00179,Adventure,0.7258,2025-07-06,onboarding
U00179,War,0.2742,2024-10-15,onboarding
U00180,Crime,0.3947,2024-12-21,onboarding
U00180,Action,0.3868,2026-02-06,hybrid
U00180,Documentary,0.1133,2024-12-14,onboarding
U00180,Drama,0.1051,2024-07-20,hybrid
U00181,Family,0.5022,2024-03-29,onboarding
U00181,Adventure,0.1371,2024-11-29,behavior
U00181,Documentary,0.3407,2023-07-04,behavior
U00181,Drama,0.02,2023-09-18,behavior
U00182,History,0.4595,2024-07-23,behavior
U00182,Comedy,0.5405,2025-05-07,hybrid
U00183,Fantasy,0.188,2025-02-12,onboarding
U00183,Drama,0.313,2025-05-05,behavior
U00183,Comedy,0.499,2025-05-03,behavior
U00184,Drama,0.2532,2024-03-18,hybrid
U00184,Documentary,0.2876,2025-03-19,onboarding
U00184,Mystery,0.1286,2025-08-13,behavior
U00184,Romance,0.3307,2025-04-15,behavior
U00185,Action,0.474,2025-03-22,behavior
U00185,Fantasy,0.526,2024-09-25,behavior
U00186,Music,0.1756,2024-10-18,onboarding
U00186,Family,0.6984,2025-11-19,behavior
U00186,Adventure,0.126,2025-03-16,behavior
